Ticker,Name,Exchange,CategoryName,CategoryNumber,
EZCH,EZchip Semiconductor Ltd.,NMS,Semiconductor - Integrated Circuits,833,
MSCC,Microsemi Corporation,NMS,Semiconductor - Integrated Circuits,833,
TQNT,"TriQuint Semiconductor, Inc.",NMS,Semiconductor - Integrated Circuits,833,
CCMP,Cabot Microelectronics Corporation,NMS,Semiconductor - Integrated Circuits,833,
PRKR,Parkervision Inc.,NCM,Semiconductor - Integrated Circuits,833,
DSPG,DSP Group Inc.,NMS,Semiconductor - Integrated Circuits,833,
MPAD,Micropac Industries Inc.,PNK,Semiconductor - Integrated Circuits,833,
ADNC,"Audience, Inc.",NMS,Semiconductor - Integrated Circuits,833,
API,Advanced Photonix Inc.,ASE,Semiconductor - Integrated Circuits,833,
TSEM,Tower Semiconductor Ltd.,NMS,Semiconductor - Integrated Circuits,833,
PMCS,PMC-Sierra Inc.,NMS,Semiconductor - Integrated Circuits,833,
RESN,Resonant Inc.,NCM,Semiconductor - Integrated Circuits,833,
RFMD,RF Micro Devices Inc.,NMS,Semiconductor - Integrated Circuits,833,
PSMI,Peregrine Semiconductor Corporation,NMS,Semiconductor - Integrated Circuits,833,
AXTI,AXT Inc.,NMS,Semiconductor - Integrated Circuits,833,
SCON,Superconductor Technologies Inc.,NCM,Semiconductor - Integrated Circuits,833,
QLGC,QLogic Corp.,NMS,Semiconductor - Integrated Circuits,833,
PXLW,"Pixelworks, Inc.",NGM,Semiconductor - Integrated Circuits,833,
SLAB,Silicon Laboratories Inc.,NMS,Semiconductor - Integrated Circuits,833,
QUIK,QuickLogic Corporation,NGM,Semiconductor - Integrated Circuits,833,
MCRL,Micrel Inc.,NMS,Semiconductor - Integrated Circuits,833,
PSEM,Pericom Semiconductor Corp.,NMS,Semiconductor - Integrated Circuits,833,
SWKS,Skyworks Solutions Inc.,NMS,Semiconductor - Integrated Circuits,833,
INTT,inTEST Corp.,ASE,Semiconductor - Integrated Circuits,833,
MMTIF,Micromem Technologies Inc.,OBB,Semiconductor - Integrated Circuits,833,
EXAR,Exar Corp.,NYQ,Semiconductor - Integrated Circuits,833,
XLNX,Xilinx Inc.,NMS,Semiconductor - Integrated Circuits,833,
ANAD,"Anadigics, Inc.",NMS,Semiconductor - Integrated Circuits,833,
AMKR,"Amkor Technology, Inc.",NMS,Semiconductor - Integrated Circuits,833,
DIOD,Diodes Incorporated,NMS,Semiconductor - Integrated Circuits,833,
AMCC,Applied Micro Circuits Corporation,NMS,Semiconductor - Integrated Circuits,833,
CSUN,China Sunergy Co. Ltd.,NMS,Semiconductor - Integrated Circuits,833,
MOSY,"MoSys, Inc.",NMS,Semiconductor - Integrated Circuits,833,
SUNE,"SunEdison, Inc.",NYQ,Semiconductor - Integrated Circuits,833,
OVTI,"OmniVision Technologies, Inc.",NMS,Semiconductor - Integrated Circuits,833,
FCS,Fairchild Semiconductor International Inc.,NMS,Semiconductor - Integrated Circuits,833,
EMKR,EMCORE Corporation,NGM,Semiconductor - Integrated Circuits,833,
IRF,International Rectifier Corporation,NYQ,Semiconductor - Integrated Circuits,833,
CRUS,Cirrus Logic Inc.,NMS,Semiconductor - Specialized,832,
FSLR,"First Solar, Inc.",NMS,Semiconductor - Specialized,832,
ALTR,Altera Corp.,NMS,Semiconductor - Specialized,832,
ASTI,"Ascent Solar Technologies, Inc.",NCM,Semiconductor - Specialized,832,
YGE,Yingli Green Energy Holding Co. Ltd.,NYQ,Semiconductor - Specialized,832,
EBODF,Renewable Energy Trade Board Corporation,PNK,Semiconductor - Specialized,832,
SVLT,"Sunvault Energy, Inc.",PNK,Semiconductor - Specialized,832,
ACTS,"Actions Semiconductor Co., Ltd.",NMS,Semiconductor - Specialized,832,
SCTY,SolarCity Corporation,NMS,Semiconductor - Specialized,832,
AOSL,"Alpha & Omega Semiconductor, Ltd.",NMS,Semiconductor - Specialized,832,
IXYS,IXYS Corp.,NMS,Semiconductor - Specialized,832,
HSOL,"Hanwha SolarOne Co., Ltd",NMS,Semiconductor - Specialized,832,
OPTI,Opti Inc.,PNK,Semiconductor - Specialized,832,
VIMC,Vimicro International Corp.,NGM,Semiconductor - Specialized,832,
SPWR,SunPower Corporation,NMS,Semiconductor - Specialized,832,
HIMX,"Himax Technologies, Inc.",NMS,Semiconductor - Specialized,832,
CBDE,CBD Energy Limited,NCM,Semiconductor - Specialized,832,
CEVA,CEVA Inc.,NMS,Semiconductor - Specialized,832,
JKS,"JinkoSolar Holding Co., Ltd.",NYQ,Semiconductor - Specialized,832,
LSCC,Lattice Semiconductor Corporation,NMS,Semiconductor - Specialized,832,
EVSI,"Envision Solar International, Inc.",PNK,Semiconductor - Specialized,832,
CSIQ,Canadian Solar Inc.,NMS,Semiconductor - Specialized,832,
UCTT,Ultra Clean Holdings Inc.,NMS,Semiconductor - Specialized,832,
MCHP,Microchip Technology Inc.,NMS,Semiconductor - Specialized,832,
SIGM,"Sigma Designs, Inc.",NMS,Semiconductor - Specialized,832,
HORI,Horizon Energy Corp.,PNK,Semiconductor - Specialized,832,
VSLR,"Vivint Solar, Inc.",NYQ,Semiconductor - Specialized,832,
TSL,Trina Solar Limited,NYQ,Semiconductor - Specialized,832,
DION,Dionics Inc.,PNK,Semiconductor - Specialized,832,
LLTC,Linear Technology Corporation,NMS,Semiconductor - Specialized,832,
DSTI,DayStar Technologies Inc.,PNK,Semiconductor - Specialized,832,
NVDA,NVIDIA Corporation,NMS,Semiconductor - Specialized,832,
MPWR,Monolithic Power Systems Inc.,NMS,Semiconductor - Specialized,832,
LOGC,LOGIC Devices Incorporated,PNK,Semiconductor - Specialized,832,
SOL,ReneSola Ltd.,NYQ,Semiconductor - Specialized,832,
MX,MagnaChip Semiconductor Corporation,NYQ,Semiconductor - Specialized,832,
JASO,"JA Solar Holdings Co., Ltd.",NMS,Semiconductor - Specialized,832,
AKDS,"Arkados Group, Inc.",PNK,Semiconductor - Specialized,832,
NVEC,NVE Corp.,NCM,Semiconductor - Specialized,832,
WSTI,"WindStream Technologies, Inc.",PNK,Semiconductor - Specialized,832,
SLTD,"Solar3D, Inc.",PNK,Semiconductor - Specialized,832,
CAMT,Camtek Ltd.,NGM,Semiconductor Equipment & Materials,834,
NVMI,Nova Measuring Instruments Ltd.,NMS,Semiconductor Equipment & Materials,834,
MLFAC.PA,Facilasol Group SA,PAR,Semiconductor Equipment & Materials,834,
UTEK,"Ultratech, Inc.",NMS,Semiconductor Equipment & Materials,834,
WFR.BE,SUNEDISON,BER,Semiconductor Equipment & Materials,834,
BTUI,BTU International Inc.,NGM,Semiconductor Equipment & Materials,834,
XCRA,Xcerra Corporation,NMS,Semiconductor Equipment & Materials,834,
2336.HK,SUNLINK INT'L,HKG,Semiconductor Equipment & Materials,834,
GIG,"GigOptix, Inc.",ASE,Semiconductor Equipment & Materials,834,
VXS.TO,"ViXS Systems, Inc.",TOR,Semiconductor Equipment & Materials,834,
VEO.F,VEECO INSTRUMENTS,FRA,Semiconductor Equipment & Materials,834,
ACLS,Axcelis Technologies Inc.,NMS,Semiconductor Equipment & Materials,834,
TKY.BE,TOKYO ELECTRON,BER,Semiconductor Equipment & Materials,834,
R3Q.DE,REC Silicon ASA,GER,Semiconductor Equipment & Materials,834,
TER,Teradyne Inc.,NYQ,Semiconductor Equipment & Materials,834,
ENPH,"Enphase Energy, Inc.",NGM,Semiconductor Equipment & Materials,834,
VAN.SG,ADVANTEST,STU,Semiconductor Equipment & Materials,834,
VAN.F,ADVANTEST,FRA,Semiconductor Equipment & Materials,834,
VECO,Veeco Instruments Inc.,NMS,Semiconductor Equipment & Materials,834,
AMBA,"Ambarella, Inc.",NMS,Semiconductor Equipment & Materials,834,
XXA.BE,AXCELIS TECHS ,BER,Semiconductor Equipment & Materials,834,
RBCN,"Rubicon Technology, Inc.",NMS,Semiconductor Equipment & Materials,834,
SEV.V,Spectra7 Microsystems Inc.,VAN,Semiconductor Equipment & Materials,834,
0522.HK,ASM PACIFIC,HKG,Semiconductor Equipment & Materials,834,
SODI,"Solitron Devices, Inc.",PNK,Semiconductor Equipment & Materials,834,
TTDA.F,HENG XIN CHINA,FRA,Semiconductor Equipment & Materials,834,
NANO,Nanometrics Incorporated,NMS,Semiconductor Equipment & Materials,834,
VAN.DU,ADVANTEST,DUS,Semiconductor Equipment & Materials,834,
ATE,Advantest Corporation,NYQ,Semiconductor Equipment & Materials,834,
ASYS,Amtech Systems Inc.,NMS,Semiconductor Equipment & Materials,834,
CREE,"Cree, Inc.",NMS,Semiconductor Equipment & Materials,834,
OKC.SG,OKMETIC ,STU,Semiconductor Equipment & Materials,834,
S3X.MU,SUMCO,MUN,Semiconductor Equipment & Materials,834,
XXA.MU,AXCELIS TECHS ,MUN,Semiconductor Equipment & Materials,834,
IMG.L,Imagination Technologies Group Plc,LSE,Semiconductor Equipment & Materials,834,
ENTG,"Entegris, Inc.",NMS,Semiconductor Equipment & Materials,834,
BRKS,"Brooks Automation, Inc.",NMS,Semiconductor Equipment & Materials,834,
VEO.DE,Veeco Instruments Inc.,GER,Semiconductor Equipment & Materials,834,
MJ3.F,MICRONICS JAPAN,FRA,Semiconductor Equipment & Materials,834,
KLIC,"Kulicke and Soffa Industries, Inc.",NMS,Semiconductor Equipment & Materials,834,
SNPS,Synopsys Inc.,NMS,Semiconductor Equipment & Materials,834,
EMAN,eMagin Corp.,ASE,Semiconductor Equipment & Materials,834,
ASX,Advanced Semiconductor Engineering Inc.,NYQ,Semiconductor Equipment & Materials,834,
AEHR,Aehr Test Systems,NCM,Semiconductor Equipment & Materials,834,
TTDA.MU,HENG XIN CHINA,MUN,Semiconductor Equipment & Materials,834,
E13.SI,Ellipsiz Ltd,SES,Semiconductor Equipment & Materials,834,
WFR.SG,SUNEDISON,STU,Semiconductor Equipment & Materials,834,
UCE.SG,ULTRA CLEAN HLDGS,STU,Semiconductor Equipment & Materials,834,
PKE,Park Electrochemical Corp.,NYQ,Semiconductor Equipment & Materials,834,
ELG.F,ELMOS SEMICONDUCTOR,FRA,Semiconductor Equipment & Materials,834,
XXA.F,AXCELIS TECHS ,FRA,Semiconductor Equipment & Materials,834,
TKY.SG,TOKYO ELECTRON,STU,Semiconductor Equipment & Materials,834,
AMAT,"Applied Materials, Inc.",NMS,Semiconductor Equipment & Materials,834,
UMC,United Microelectronics Corporation,NYQ,Semiconductor Equipment & Materials,834,
MTSN,Mattson Technology Inc.,NMS,Semiconductor Equipment & Materials,834,
RIB.PA,Riber S.A.,PAR,Semiconductor Equipment & Materials,834,
KU1.MU,KULICKE & SOFFA IND,MUN,Semiconductor Equipment & Materials,834,
0527.HK,RUIFENG RENEW,HKG,Semiconductor Equipment & Materials,834,
LRCX,Lam Research Corporation,NMS,Semiconductor Equipment & Materials,834,
COHU,"Cohu, Inc.",NMS,Semiconductor Equipment & Materials,834,
TTDA.BE,HENG XIN CHINA,BER,Semiconductor Equipment & Materials,834,
ATRM,"ATRM Holdings, Inc.",NCM,Semiconductor Equipment & Materials,834,
PLAB,Photronics Inc.,NMS,Semiconductor Equipment & Materials,834,
SOPW,"Solar Power, Inc.",PNK,Semiconductor Equipment & Materials,834,
TRT,Trio-Tech International,ASE,Semiconductor Equipment & Materials,834,
CSCD,Cascade Microtech Inc.,NGM,Semiconductor Equipment & Materials,834,
TSRA,Tessera Technologies Inc.,NMS,Semiconductor Equipment & Materials,834,
OCLR,"Oclaro, Inc.",NMS,Semiconductor Equipment & Materials,834,
KLAC,KLA-Tencor Corporation,NMS,Semiconductor Equipment & Materials,834,
VAN.BE,ADVANTEST,BER,Semiconductor Equipment & Materials,834,
MJ3.SG,MICRONICS JAPAN,STU,Semiconductor Equipment & Materials,834,
DQ,Daqo New Energy Corp.,NYQ,Semiconductor Equipment & Materials,834,
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,NCM,Semiconductor Equipment & Materials,834,
MXL,"MaxLinear, Inc.",NYQ,Semiconductor Equipment & Materials,834,
IPGP,IPG Photonics Corporation,NMS,Semiconductor Equipment & Materials,834,
MU.MX,"Micron Technology, Inc.",MEX,Semiconductor- Memory Chips,831,
LEDS,SemiLEDs Corporation,NMS,Semiconductor- Memory Chips,831,
SEMI,SunEdison Semiconductor Limited,NMS,Semiconductor- Memory Chips,831,
MU,"Micron Technology, Inc.",NMS,Semiconductor- Memory Chips,831,
XAB.SG,NETLIST,STU,Semiconductor- Memory Chips,831,
CODE,Spansion Inc.,NYQ,Semiconductor- Memory Chips,831,
RMBS,Rambus Inc.,NMS,Semiconductor- Memory Chips,831,
XAB.F,NETLIST,FRA,Semiconductor- Memory Chips,831,
NLST,Netlist Inc.,NGM,Semiconductor- Memory Chips,831,
ISSI,Integrated Silicon Solution Inc.,NMS,Semiconductor- Memory Chips,831,
XAB.BE,NETLIST,BER,Semiconductor- Memory Chips,831,
KEX,Kirby Corporation,NYQ,Shipping,775,
HIFH.SG,CHINA SHIP DEVL -H-,STU,Shipping,775,
SPN.NZ,South Port New Zealand Limited,NZE,Shipping,775,
SALT,Scorpio Bulkers Inc.,NYQ,Shipping,775,
HHFA.DE,Hamburger Hafen und Logistik AG,GER,Shipping,775,
0517.HK,Cosco International Holdings Ltd.,HKG,Shipping,775,
FRO,Frontline Ltd.,NYQ,Shipping,775,
1308.HK,SITC,HKG,Shipping,775,
KLI1.F,KAWASAKI KISEN,FRA,Shipping,775,
KNOP,KNOT Offshore Partners LP,NYQ,Shipping,775,
NYKA.F,NIPPON YUSEN K K,FRA,Shipping,775,
XRG.F,XIAMEN INT PRT CO-H,FRA,Shipping,775,
SB,"Safe Bulkers, Inc.",NYQ,Shipping,775,
NM,Navios Maritime Holdings Inc.,NYQ,Shipping,775,
ASC,Ardmore Shipping Corporation,NYQ,Shipping,775,
NAP,Navios Maritime Midstream Partners LP,NYQ,Shipping,775,
CMRE,Costamare Inc.,NYQ,Shipping,775,
KIY.F,KIRBY,FRA,Shipping,775,
TOO,Teekay Offshore Partners LP,NYQ,Shipping,775,
0144.HK,China Merchants Holdings (International) Company Limited,HKG,Shipping,775,
TK,Teekay Corporation,NYQ,Shipping,775,
GASS,"StealthGas, Inc.",NMS,Shipping,775,
NAO,Nordic American Offshore Ltd.,NYQ,Shipping,775,
GLOP,GasLog Partners LP,NYQ,Shipping,775,
NNA,Navios Maritime Acquisition Corporation,NYQ,Shipping,775,
MRM.AX,MMA Offshore Limited,ASX,Shipping,775,
TNK,Teekay Tankers Ltd.,NYQ,Shipping,775,
NMM,Navios Maritime Partners L.P.,NYQ,Shipping,775,
DCIX,Diana Containerships Inc.,NMS,Shipping,775,
KLI1.BE,KAWASAKI KISEN,BER,Shipping,775,
ZUW.BE,DESS,BER,Shipping,775,
SCI.NS,The Shipping Corporation of India Limited,NSI,Shipping,775,
D5C.BE,DAIICHI CHUO KISEN,BER,Shipping,775,
DSX,Diana Shipping Inc.,NYQ,Shipping,775,
TOPS,Top Ships Inc.,NMS,Shipping,775,
VLCCF,Knightsbridge Shipping Limited,NMS,Shipping,775,
TGP,Teekay LNG Partners LP.,NYQ,Shipping,775,
3DW.MU,DP WORLD,MUN,Shipping,775,
SBLK,Star Bulk Carriers Corp.,NMS,Shipping,775,
NVGS,Navigator Holdings Ltd.,NYQ,Shipping,775,
ZUW.F,DESS,FRA,Shipping,775,
3DW.SG,DP WORLD,STU,Shipping,775,
RLOG,"Rand Logistics, Inc.",NCM,Shipping,775,
FRO.L,Frontline Ltd.,LSE,Shipping,775,
EGLE,"Eagle Bulk Shipping, Inc.",NMS,Shipping,775,
GLNG,Golar LNG Ltd.,NMS,Shipping,775,
J10.SI,Jaya Holdings Limited,SES,Shipping,775,
DRYS,"DryShips, Inc.",NMS,Shipping,775,
DLNG,Dynagas LNG Partners LP,NMS,Shipping,775,
EXM.BR,Exmar NV,BRU,Shipping,775,
E91.SI,Courage Marine Group Limited,SES,Shipping,775,
FREE,FreeSeas Inc.,NCM,Shipping,775,
TEU,Box Ships Inc.,NYQ,Shipping,775,
ULTR,Ultrapetrol (Bahamas) Ltd.,NMS,Shipping,775,
EUK3.F,EUROKAI VZ,FRA,Shipping,775,
NYKA.DU,NIPPON YUSEN K K,DUS,Shipping,775,
3DW.F,DP WORLD,FRA,Shipping,775,
3382.HK,TIANJINPORT DEV,HKG,Shipping,775,
LGT-A.TO,Logistec Corp.,TOR,Shipping,775,
FRL.BE,FRONTLINE,BER,Shipping,775,
EUK3.MU,EUROKAI VZ,MUN,Shipping,775,
P13.SI,Penguin International Limited,SES,Shipping,775,
XRG.SG,XIAMEN INT PRT CO-H,STU,Shipping,775,
ALC.TO,Algoma Central Corp.,TOR,Shipping,775,
PANL,Pangaea Logistics Solutions Ltd.,NCM,Shipping,775,
OSGB,Overseas Shipholding Group Inc.,ASE,Shipping,775,
SHIP,Seanergy Maritime Holdings Corp.,NCM,Shipping,775,
T8V.SI,Pacific Radiance Ltd.,SES,Shipping,775,
O2I.SI,AVIC International Maritime Holdings Limited,SES,Shipping,775,
FRL.MU,FRONTLINE,MUN,Shipping,775,
SCI.BO,The Shipping Corporation of India Limited,BSE,Shipping,775,
SSW,Seaspan Corporation,NYQ,Shipping,775,
GLBS,Globus Maritime Limited,NGM,Shipping,775,
NAT,Nordic American Tankers Limited,NYQ,Shipping,775,
PRGN,Paragon Shipping Inc.,NGM,Shipping,775,
DAC,Danaos Corporation,NYQ,Shipping,775,
ISH,International Shipholding Corp.,NYQ,Shipping,775,
NTH.NZ,Marsden Maritime Holdings Limited,NZE,Shipping,775,
ESEA,"Euroseas, Ltd.",NMS,Shipping,775,
EG0.SI,JES International Holdings Limited,SES,Shipping,775,
TNP,Tsakos Energy Navigation Limited,NYQ,Shipping,775,
BALT,Baltic Trading Limited,NYQ,Shipping,775,
CPLP,Capital Product Partners L.P.,NMS,Shipping,775,
ZUW.SG,DESS,STU,Shipping,775,
OCN.L,Ocean Wilsons Holdings Ltd.,LSE,Shipping,775,
NYKA.BE,NIPPON YUSEN K K,BER,Shipping,775,
SFL,Ship Finance International Limited,NYQ,Shipping,775,
8233.HK,CIG PORTS,HKG,Shipping,775,
GLOG,GasLog Ltd.,NYQ,Shipping,775,
NEWL,NewLead Holdings Limited,PNK,Shipping,775,
MATX,"Matson, Inc.",NYQ,Shipping,775,
DIS.MI,D'Amico International Shipping S.A.,MIL,Shipping,775,
N03.SI,Neptune Orient Lines Limited,SES,Shipping,775,
GSKNF,Genco Shipping & Trading Ltd.,OBB,Shipping,775,
GSL,"Global Ship Lease, Inc.",NYQ,Shipping,775,
DHT,"DHT Holdings, Inc.",NYQ,Shipping,775,
XRG.BE,XIAMEN INT PRT CO-H,BER,Shipping,775,
KS.V,Klondike Silver Corp.,VAN,Silver,135,
MVG,MAG Silver Corp.,ASE,Silver,135,
ZSV.F,SILVER STANDARD RES,FRA,Silver,135,
ZSV.DE,Silver Standard Resources Inc.,GER,Silver,135,
SSRI,Silver Standard Resources Inc.,NMS,Silver,135,
ZSV.BE,SILVER STANDARD RES,BER,Silver,135,
DV.V,Dolly Varden Silver Corporation,VAN,Silver,135,
CMB.V,CMC Metals Ltd.,VAN,Silver,135,
GPL.V,Galileo Petroleum Ltd.,VAN,Silver,135,
EXN.TO,Excellon Resources Inc.,TOR,Silver,135,
GPL,Great Panther Silver Ltd,ASE,Silver,135,
HDA.V,Huldra Silver Inc.,VAN,Silver,135,
MSV.TO,Minco Silver Corporation,TOR,Silver,135,
SLW.TO,Silver Wheaton Corp.,TOR,Silver,135,
XYD.MU,MINCO SILVER,MUN,Silver,135,
ZSV.MU,SILVER STANDARD RES,MUN,Silver,135,
ZSV.DU,SILVER STANDARD RES,DUS,Silver,135,
AG,First Majestic Silver Corp.,NYQ,Silver,135,
SII.DE,Silver Wheaton Corp.,GER,Silver,135,
ZSV.SG,SILVER STANDARD RES,STU,Silver,135,
XYD.F,MINCO SILVER,FRA,Silver,135,
TWR.V,Tower Resources Ltd.,VAN,Silver,135,
ZM5.BE,CMC METALS,BER,Silver,135,
SLW,Silver Wheaton Corp.,NYQ,Silver,135,
FR.TO,First Majestic Silver Corp.,TOR,Silver,135,
SSO.TO,Silver Standard Resources Inc.,TOR,Silver,135,
SVM,Silvercorp Metals Inc.,NYQ,Silver,135,
SVM.TO,Silvercorp Metals Inc.,TOR,Silver,135,
PAA.TO,Pan American Silver Corp.,TOR,Silver,135,
FSM,Fortuna Silver Mines Inc.,NYQ,Silver,135,
MGN,"Mines Management, Inc.",ASE,Silver,135,
CDE,"Coeur Mining, Inc.",NYQ,Silver,135,
XYD.BE,MINCO SILVER,BER,Silver,135,
HL,Hecla Mining Co.,NYQ,Silver,135,
MYA.V,Maya Gold & Silver Inc.,VAN,Silver,135,
XYD.SG,MINCO SILVER,STU,Silver,135,
EXK,Endeavour Silver Corp.,NYQ,Silver,135,
MGT.TO,"Mines Management, Inc.",TOR,Silver,135,
EML,The Eastern Company,NGM,Small Tools & Accessories,625,
LECO,Lincoln Electric Holdings Inc.,NMS,Small Tools & Accessories,625,
TTC,Toro Co.,NYQ,Small Tools & Accessories,625,
SSD,"Simpson Manufacturing Co., Inc.",NYQ,Small Tools & Accessories,625,
PFIN,P&F; Industries Inc.,NGM,Small Tools & Accessories,625,
